Date,Campaign Name,Campaign ID,Ad Name,Ad ID,Custom Id,Title,Description,Cta,Url,Thumbnail Url,Video Url,Poster Image,Clicks,Served Ads,Impressions,Spent,Value,ROAS,ROAS (Clicks),ROAS (Views),CTR,CPM,Actual CPC,CPA,CPA (Clicks),CPA (Views),Conversions,Conversions (Clicks),Conversions (Views),Conversion Rate,Conversion Rate (Clicks),Conversion Rate (Views),Unnamed: 33
3/16/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 155_Title 15,4091035490,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/37e214e0ce416acc35c238e1e4c64587.png,,,1,284,111,0.41,0,0,0,0,0.9,3.73,0.41,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 162,4100119237,,${city:capitalized}$: Calling All People over 50. Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/02433736b68a86f29736a29225d11c13.png,,,2,584,143,0.35,0,0,0,0,1.4,2.46,0.18,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 160 4,4100120387,,The trick to improve hearing that everyone in the UK is talking about,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/f55ef3c50872680068035be6f967235b.png,,,1,636,132,0.28,0,0,0,0,0.76,2.1,0.28,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 157_Title 21,4097691068,,Wanted! UK Citizens in ${city:capitalized}$ Who Want a Free Hearing Test,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/e0e30916c38fd1e320b7a3373bde8855.jpg,https://cdn.taboola.com/libtrc/static/video/v1738839122/gj986bum6fcs4fdnprab.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/f7aa65668bca7e10f80d6987209bb66b.jpg,1,275,216,0.24,0,0,0,0,0.46,1.13,0.24,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 137_Title 15,4066592681,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/b8f7cf62189d6c9743999aed0da53571.png,,,1,575,196,0.24,0,0,0,0,0.51,1.24,0.24,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 146,4100118186,,Calling All People over 50. Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/253a0020b01e648ebe607e23e4ed64b0.jpeg,,,1,372,79,0.22,0,0,0,0,1.27,2.8,0.22,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 147_Title 15,4097690927,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/d33d463c0a5ba974e0f58b577d9ceeb2.png,,,1,581,495,0.2,0,0,0,0,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 118_Title 15,4097690690,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/cdf7abe62ec44d244d367146dda14b84.jpg,https://cdn.taboola.com/libtrc/static/video/v1722590066/yz1yeanqtcereiug4fav.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/27d08277800f5744a0eb88d6d00c6f2e.jpg,1,306,214,0.2,0,0,0,0,0.47,0.91,0.2,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 152_Title 14,4097690956,,The trick to improve hearing that everyone in the UK is talking about,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/5f3310de2acfe691d1991bb6a78faed9.png,,,1,678,503,0.19,0,0,0,0,0.2,0.38,0.19,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 118,4100122456,,Calling All People over 50. Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/ce723f7cbdd2f21bacc7a41a89b0bf67.jpg,https://cdn.taboola.com/libtrc/static/video/v1741973699/kdj3eipgruhegfmy0nxv.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/3c03d6d65f7749beab615d84da8c4fae.jpg,1,861,145,0.19,0,0,0,0,0.69,1.28,0.19,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 159 1,4100120384,,The trick to improve hearing that everyone in the UK is talking about,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/e144d1f2246a9df719351d5a545e968b.png,,,1,221,55,0.18,0,0,0,0,1.82,3.3,0.18,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 153_Title 15,4097690969,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/05e85354213752bf951411d1ec98400d.png,,,1,462,272,0.07,0,0,0,0,0.37,0.26,0.07,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 158_Title 15,4097691088,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_NOW,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/cf04f947d43822643afb18005119fef7.png,,,1,362,328,0.06,0,0,0,0,0.3,0.19,0.06,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 139_Title 18,4097690899,,"${city:capitalized}$: Attention, People Over 50! Get Your New Hearing Aids Today!","Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/IMAGE_UPSCALER/EIU/da94fe6f-1a63-4659-a997-69317fa1617f__2UTeTBFO.jpg,"https://cdn.taboola.com/libtrc/static/video//h_400,c_scale/v1730962237/dtlkitmatdl6lbujxd9x.mp4",http://cdn.taboola.com/libtrc/static/thumbnails/b0379c97b8fe9150a52dba55fb7c7e41.jpg,1,393,203,0.05,0,0,0,0,0.49,0.25,0.05,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 137_Title 15,4097690850,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/b8f7cf62189d6c9743999aed0da53571.png,,,1,594,584,0.04,0,0,0,0,0.17,0.07,0.04,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 157_Title 15,4097691035,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/e0e30916c38fd1e320b7a3373bde8855.jpg,https://cdn.taboola.com/libtrc/static/video/v1738839122/gj986bum6fcs4fdnprab.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/f7aa65668bca7e10f80d6987209bb66b.jpg,0,396,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 118_Title 16,4097690752,,You Won't Believe How Small My New Hearing Aids Are (Try them for Free),"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/cdf7abe62ec44d244d367146dda14b84.jpg,https://cdn.taboola.com/libtrc/static/video/v1722590581/scpr1jjo5krtupcbwtjn.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/27d08277800f5744a0eb88d6d00c6f2e.jpg,0,282,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 139_Title 15,4097690860,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/IMAGE_UPSCALER/EIU/5fda96c9-51a6-456b-a1c7-870b46e7ed7b__etyunmRa.jpg,"https://cdn.taboola.com/libtrc/static/video//h_400,c_scale/v1730962237/dtlkitmatdl6lbujxd9x.mp4",http://cdn.taboola.com/libtrc/static/thumbnails/b0379c97b8fe9150a52dba55fb7c7e41.jpg,0,309,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 155_Title 15,4097690973,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/37e214e0ce416acc35c238e1e4c64587.png,,,0,440,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 155_Title 21,4091035492,,Wanted! UK Citizens in ${city:capitalized}$ Who Want a Free Hearing Test,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/37e214e0ce416acc35c238e1e4c64587.png,,,0,1772,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 155_Title 21,4097690974,,Wanted! UK Citizens in ${city:capitalized}$ Who Want a Free Hearing Test,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/37e214e0ce416acc35c238e1e4c64587.png,,,0,535,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 153_Title 21,4097690970,,Wanted! UK Citizens in ${city:capitalized}$ Who Want a Free Hearing Test,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/05e85354213752bf951411d1ec98400d.png,,,0,331,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 119_Title 15,4097690718,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/fc99177ee5a933938dd4a4b63966f9e0.jpg,https://cdn.taboola.com/libtrc/static/video/v1744288432/ahdwoamjexs9zdcharei.mp4!-#@800x450,http://cdn.taboola.com/libtrc/static/thumbnails/bb839588801e692470dc9fc298a7e2c6.jpg,0,270,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 154_Title 15,4097690971,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_NOW,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/cdddb68c77d46132cd4c6e7d77f1232e.png,,,0,416,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_CLIP_Image 156_Title 21,4097690997,,Wanted! UK Citizens in ${city:capitalized}$ Who Want a Free Hearing Test,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_NOW,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI%0A,http://cdn.taboola.com/libtrc/static/thumbnails/19041a42939fa34b7f2c8c1f3a53b733.jpg,https://cdn.taboola.com/libtrc/static/video/v1738839025/axp4k8fjzoau2unipnwm.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/0764a92d97648fb7cfd785d69cd5f804.jpg,0,236,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/16/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 134_Title 15,4097690847,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/6ce76bb9870f38b35fbe1134bc609222.png,,,0,464,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 136_Title 15,4066592676,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/1ac07d9e6a1ab0e064b9e044eb0c7c58.png,,,678,637803,106723,256.36,0,0,0,0,0.64,2.4,0.38,19.72,23.31,128.18,13,11,2,1.92,1.62,0.29,
3/15/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 136_Title 15,4097690849,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/1ac07d9e6a1ab0e064b9e044eb0c7c58.png,,,199,42558,11524,55.16,0,0,0,0,1.73,4.79,0.28,18.39,18.39,0,3,3,0,1.51,1.51,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 146_Title 14,4079564198,,The trick to improve hearing that everyone in the UK is talking about,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/6f86bc9f-f606-4b89-9bc3-79fa11e10c66__Rqgtd2oY.jpg,,,242,40158,28464,45.38,0,0,0,0,0.85,1.59,0.19,22.69,22.69,0,2,2,0,0.83,0.83,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 151_Title 20,4079568011,,Find out how much it costs to try our hearing aids (click here),"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/d8e5a22759dd2d75c6d78f859472f1ca.png,,,64,6297,1928,18.39,0,0,0,0,3.32,9.54,0.29,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 136_Title 18,4097690853,,"${city:capitalized}$: Attention, People Over 50! Get Your New Hearing Aids Today!","Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/1ac07d9e6a1ab0e064b9e044eb0c7c58.png,,,69,18784,4649,16.14,0,0,0,0,1.48,3.47,0.23,8.07,8.07,0,2,2,0,2.9,2.9,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_CLIP_Image 118_Title 16,3976375880,,You Won't Believe How Small My New Hearing Aids Are (Try them for Free),"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/cdf7abe62ec44d244d367146dda14b84.jpg,https://cdn.taboola.com/libtrc/static/video/v1744288278/p9bqig1qkgwpm13gtjxu.mp4!-#@800x450,http://cdn.taboola.com/libtrc/static/thumbnails/7e6a52da88f8ee461f5f36733b036dd1.jpg,34,10401,2817,11.79,0,0,0,0,1.21,4.19,0.35,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_CLIP_Image 157_Title 15,4091036346,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/e0e30916c38fd1e320b7a3373bde8855.jpg,https://cdn.taboola.com/libtrc/static/video/v1744288282/o8dw4833wmezhpvwgaqm.mp4!-#@800x448,http://cdn.taboola.com/libtrc/static/thumbnails/0383b41c40be7a66cd8d95067557f98c.jpg,37,9820,2833,10.7,0,0,0,0,1.31,3.78,0.29,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 146_Title 15,4079564199,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/6f86bc9f-f606-4b89-9bc3-79fa11e10c66__Rqgtd2oY.jpg,,,32,7374,1977,10,0,0,0,0,1.62,5.06,0.31,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_CLIP_Image 118_Title 15,3976373554,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/cdf7abe62ec44d244d367146dda14b84.jpg,https://cdn.taboola.com/libtrc/static/video/v1722590066/yz1yeanqtcereiug4fav.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/27d08277800f5744a0eb88d6d00c6f2e.jpg,32,10196,2661,9.7,0,0,0,0,1.2,3.64,0.3,4.85,4.85,0,2,2,0,6.25,6.25,0,
3/15/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 146_Title 14,4097690924,,The trick to improve hearing that everyone in the UK is talking about,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/6f86bc9f-f606-4b89-9bc3-79fa11e10c66__Rqgtd2oY.jpg,,,59,8568,8036,9.6,0,0,0,0,0.73,1.19,0.16,9.6,9.6,0,1,1,0,1.69,1.69,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_CLIP_Image 139_Title 18,4066592711,,"${city:capitalized}$: Attention, People Over 50! Get Your New Hearing Aids Today!","Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/IMAGE_UPSCALER/EIU/da94fe6f-1a63-4659-a997-69317fa1617f__2UTeTBFO.jpg,"https://cdn.taboola.com/libtrc/static/video//h_400,c_scale/v1730962237/dtlkitmatdl6lbujxd9x.mp4",http://cdn.taboola.com/libtrc/static/thumbnails/b0379c97b8fe9150a52dba55fb7c7e41.jpg,27,5753,1210,6.99,0,0,0,0,2.23,5.78,0.26,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 146_Title 15,4097690925,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/6f86bc9f-f606-4b89-9bc3-79fa11e10c66__Rqgtd2oY.jpg,,,24,3845,1235,6.39,0,0,0,0,1.94,5.18,0.27,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_CLIP_Image 119_Title 15,3976373983,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/fc99177ee5a933938dd4a4b63966f9e0.jpg,https://cdn.taboola.com/libtrc/static/video/v1722590141/enhnxmzkiy6921v9pade.mp4,http://cdn.taboola.com/libtrc/static/thumbnails/2298b689e2744e51aa75f4cda4e2f618.jpg,20,5923,1977,5.03,0,0,0,0,1.01,2.54,0.25,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_APR24_mobile,36874267,UK_STATIC_Image 134_Title 15,4066592675,,${city:capitalized}$: Calling All People over 50! Claim Your New Hearing Aids Now,"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEUZBJFW9,http://cdn.taboola.com/libtrc/static/thumbnails/6ce76bb9870f38b35fbe1134bc609222.png,,,10,3471,1215,4.65,0,0,0,0,0.82,3.83,0.47,0,0,0,0,0,0,0,0,0,
3/15/25,EarPros_UK_LEAD_MAR25_PREDICTIVE_mobile,44272980,UK_STATIC_Image 151_Title 20,4097690968,,Find out how much it costs to try our hearing aids (click here),"Sleek, discreet, and affordable hearing aids are now available. Take a free trial today and experience the difference.",TRY_FREE,https://get.earpros.com/uk/adv/free-hearing-aid-trial/?mci=UKNAT1MEU2G5BNI,http://cdn.taboola.com/libtrc/static/thumbnails/d8e5a22759dd2d75c6d78f859472f1ca.png,,,18,3735,1191,3.97,0,0,0,0,1.51,3.33,0.22,0,0,0,0,0,0,0,0,0,
